0.0	1.7182766439909298	N
1.7182766439909298	3.2043537414965986	Ab:maj7
3.2043537414965986	4.667210884353741	G:7
4.667210884353741	6.15328798185941	C:min7
6.15328798185941	7.569705215419502	F:7
7.569705215419502	9.05578231292517	F:min7
9.05578231292517	10.588299319727891	Bb:7
10.588299319727891	13.467573696145125	Eb:maj7
13.467573696145125	14.953650793650795	Ab:maj7
14.953650793650795	16.393287981859412	G:7
16.393287981859412	17.856145124716555	C:min7
17.856145124716555	19.342222222222222	F:7
19.342222222222222	20.805079365079365	Ab:7
20.805079365079365	22.0821768707483	G:min7
22.0821768707483	23.196734693877552	C:min7
23.196734693877552	25.193650793650793	G:min7
25.193650793650793	26.610068027210886	F#:dim
26.610068027210886	28.096145124716553	F:min7
28.096145124716553	31.02185941043084	Eb:maj
31.02185941043084	32.507936507936506	F:min7
32.507936507936506	33.97079365079365	Bb:7
33.97079365079365	36.87328798185941	Eb:maj7
36.87328798185941	38.33614512471655	D:hdim7
38.33614512471655	39.82222222222222	G:7
39.82222222222222	40.61170068027211	C:min
40.61170068027211	41.308299319727894	C:min/b7
41.308299319727894	42.72471655328798	A:hdim7
42.72471655328798	45.67365079365079	Ab:maj7
45.67365079365079	48.59936507936508	G:7
48.59936507936508	50.062222222222225	F#:hdim7
50.062222222222225	51.54829931972789	F:min7
51.54829931972789	52.98793650793651	Eb:maj
52.98793650793651	54.427573696145124	C:maj/3
54.427573696145124	55.913650793650795	F:min
55.913650793650795	57.399727891156466	Bb:7
57.399727891156466	60.30222222222223	Eb:maj7
60.30222222222223	61.74185941043084	D:min7
61.74185941043084	63.25115646258504	G:7
63.25115646258504	64.08707482993198	C:min7
64.08707482993198	64.69079365079365	Bb:7
64.69079365079365	66.85024943310658	A:hdim7
66.85024943310658	69.35800453514739	Ab:maj7
69.35800453514739	71.95863945578232	G:7
71.95863945578232	73.46793650793651	Ab:maj7
73.46793650793651	74.95401360544219	G:7
74.95401360544219	76.41687074829932	C:min7
76.41687074829932	77.85650793650794	F:7
77.85650793650794	79.34258503401361	F:min7
79.34258503401361	80.82866213151928	Bb:7
80.82866213151928	83.70793650793651	Eb:maj7
83.70793650793651	85.19401360544218	Ab:maj7
85.19401360544218	86.6336507936508	G:7
86.6336507936508	88.09650793650793	C:min7
88.09650793650793	89.5825850340136	F:7
89.5825850340136	91.04544217687075	Ab:7
91.04544217687075	92.46185941043085	G:min7
92.46185941043085	93.3209977324263	C:min7
93.3209977324263	95.41079365079365	G:min7
95.41079365079365	96.92009070294785	Ab:maj
96.92009070294785	98.31328798185942	G:7
98.31328798185942	101.26222222222222	C:min7
101.26222222222222	102.72507936507937	F:min7
102.72507936507937	104.23437641723356	Bb:7
104.23437641723356	106.18485260770976	Eb:maj7
106.18485260770976	107.09043083900227	E:hdim7
107.09043083900227	108.66938775510204	F:min7
108.66938775510204	110.03936507936508	G:7
110.03936507936508	111.50222222222223	C:min7
111.50222222222223	112.98829931972789	F:7
112.98829931972789	114.45115646258503	Ab:7
114.45115646258503	115.89079365079365	G:min
115.89079365079365	117.33043083900228	C:min7
117.33043083900228	118.862947845805	C:min
118.862947845805	120.27936507936508	F#:dim
120.27936507936508	121.76544217687075	F:dim
121.76544217687075	124.66793650793652	C:min/b3
124.66793650793652	126.15401360544217	F:min
126.15401360544217	127.66331065759637	Bb:7
127.66331065759637	130.56580498866214	Eb:maj7
130.56580498866214	132.00544217687076	D:hdim7
132.00544217687076	133.51473922902494	G:7
133.51473922902494	134.2577777777778	C:min7
134.2577777777778	134.9775963718821	C:min/b7
134.9775963718821	137.1138321995465	A:hdim7
137.1138321995465	139.6215873015873	Ab:maj7
139.6215873015873	142.24544217687074	G:7
142.24544217687074	143.75473922902495	Ab:maj7
143.75473922902495	145.17115646258503	G:7
145.17115646258503	146.6572335600907	C:min7
146.6572335600907	148.09687074829932	F:7
148.09687074829932	149.55972789115646	F:min7
149.55972789115646	151.06902494331067	Bb:7
151.06902494331067	153.94829931972788	Eb:maj7
153.94829931972788	155.4575963718821	Ab:maj7
155.4575963718821	156.87401360544217	G:7
156.87401360544217	158.3136507936508	C:min7
158.3136507936508	159.84616780045351	F:7
159.84616780045351	161.33224489795919	Ab:7
161.33224489795919	163.51492063492063	G:min7
163.51492063492063	165.6279365079365	Eb:7
165.6279365079365	167.16045351473923	Ab:maj7
167.16045351473923	168.62331065759636	G:7
168.62331065759636	170.10938775510203	C:min7
170.10938775510203	171.52580498866214	F:7
171.52580498866214	173.01188208616782	F:min7
173.01188208616782	174.4515192743764	Bb:7
174.4515192743764	177.3540136054422	Eb:maj7
177.3540136054422	178.90975056689342	Ab:maj7
178.90975056689342	180.3261678004535	G:7
180.3261678004535	181.76580498866213	C:min7
181.76580498866213	183.2518820861678	F:7
183.2518820861678	184.71473922902496	Ab:7
184.71473922902496	186.13115646258504	G:min7
186.13115646258504	189.08009070294784	C:min7
189.08009070294784	190.58938775510205	Ab:7
190.58938775510205	192.00580498866213	G:min7
192.00580498866213	194.97795918367348	C:min7
194.97795918367348	196.55691609977325	Ab:7
196.55691609977325	200.48108843537415	G:min7
200.48108843537415	203.05850340136055	G:7
203.05850340136055	204.45170068027213	C:min
204.45170068027213	206.33251700680273	F:min
206.33251700680273	207.8185941043084	C:min/5
207.8185941043084	209.21179138321995	G:7
209.21179138321995	215.96879818594104	C:min
215.96879818594104	223.12054421768707	N
